hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
CHC,STL,0.5,0.5,7.5,Javier Assad,Erick Fedde,2024-08-02T18:20:00.0000000Z
PIT,ARI,0.44855888659916276,0.5514411134008372,8.5,Luis Ortiz (PIT),Brandon Pfaadt,2024-08-02T22:40:00.0000000Z
DET,KC,0.5173641257223942,0.48263587427760585,7.0,Tarik Skubal,Cole Ragans,2024-08-02T22:40:00.0000000Z
WAS,MIL,0.47391341595118586,0.5260865840488141,9.5,Jake Irvin,Frankie Montas,2024-08-02T22:45:00.0000000Z
NYY,TOR,0.6037569700561242,0.39624302994387584,9.0,Marcus Stroman,Kevin Gausman,2024-08-02T23:05:00.0000000Z
CLE,BAL,0.47391341595118586,0.5260865840488141,9.5,Carlos Carrasco,Dean Kremer,2024-08-02T23:10:00.0000000Z
CIN,SF,0.5217391295274103,0.47826087047258975,9.0,Andrew Abbott,,2024-08-02T23:10:00.0000000Z
ATL,MIA,0.6853932584269662,0.31460674157303375,9.5,Spencer Schwellenbach,Valente Bellozo,2024-08-02T23:20:00.0000000Z
TEX,BOS,0.4675324675324676,0.5324675324675324,8.5,,Kutter Crawford,2024-08-03T00:05:00.0000000Z
MIN,CWS,0.7257525076330242,0.27424749236697576,8.5,Joe Ryan,Davis Martin,2024-08-03T00:10:00.0000000Z
HOU,TB,0.5996387716075958,0.4003612283924042,8.0,Yusei Kikuchi,Shane Baz,2024-08-03T00:10:00.0000000Z
LAA,NYM,0.43650793764630424,0.5634920623536958,9.0,Tyler Anderson,Paul Blackburn,2024-08-03T01:38:00.0000000Z
OAK,LAD,0.4170073603834652,0.5829926396165348,8.5,Joey Estes,Gavin Stone,2024-08-03T01:40:00.0000000Z
SEA,PHI,0.5173641257223942,0.48263587427760585,8.0,Bryan Woo,Tyler Phillips,2024-08-03T01:40:00.0000000Z
SD,COL,0.6224665504181792,0.3775334495818207,8.0,Randy Vasquez,Austin Gomber,2024-08-03T01:40:00.0000000Z
