2024-03-28,AZ,COL,15,16,15,16,Zac Gallen,Kyle Freeland
2024-03-29,AZ,COL,4,7,6,7,Merrill Kelly,Cal Quantrill
2024-03-30,AZ,COL,-5,4,-3,4,Tommy Henry,Austin Gomber
2024-03-31,AZ,COL,4,5,4,5,Brandon Pfaadt,Ryan Feltner
2024-04-01,AZ,NYY,-3,2,-4,1,Ryne Nelson,Luis Gil
2024-04-02,AZ,NYY,7,7,3,3,Zac Gallen,Nestor Cortes
2024-04-03,AZ,NYY,-1,5,0,2,Merrill Kelly,Carlos Rodon
2024-04-05,AZ,ATL,-1,5,3,5,Tommy Henry,Spencer Strider
2024-04-06,AZ,ATL,-1,8,3,8,Brandon Pfaadt,Max Fried
2024-04-07,AZ,ATL,-3,2,-1,2,Ryne Nelson,Chris Sale
2024-04-08,AZ,COL,-2,5,-2,4,Zac Gallen,Kyle Freeland
2024-04-09,AZ,COL,1,3,1,3,Merrill Kelly,Cal Quantrill
2024-04-10,AZ,COL,2,5,-1,2,Tommy Henry,Austin Gomber
2024-04-12,AZ,STL,-3,6,0,6,Brandon Pfaadt,Steven Matz
2024-04-13,AZ,STL,2,4,3,4,Ryne Nelson,Kyle Gibson
2024-04-14,AZ,STL,5,5,5,5,Zac Gallen,Miles Mikolas
2024-04-15,AZ,CHC,-1,2,0,1,Merrill Kelly,Ben Brown
2024-04-16,AZ,CHC,1,12,3,8,Tommy Henry,Kyle Hendricks
2024-04-17,AZ,CHC,-2,3,-1,2,Brandon Pfaadt,Jordan Wicks
2024-04-18,AZ,SF,-5,0,-1,0,Ryne Nelson,Logan Webb
2024-04-19,AZ,SF,16,17,4,5,Jordan Montgomery,Blake Snell
2024-04-20,AZ,SF,-4,3,-2,3,Zac Gallen,Kyle Harrison
2024-04-21,AZ,SF,2,5,1,3,Slade Cecconi,Jordan Hicks
2024-04-22,AZ,STL,-2,3,1,3,Brandon Pfaadt,Lance Lynn
2024-04-23,AZ,STL,13,14,13,14,Tommy Henry,Steven Matz
2024-04-24,AZ,STL,-4,1,-1,1,Jordan Montgomery,Kyle Gibson
2024-04-26,AZ,SEA,-5,1,-5,1,Zac Gallen,Emerson Hancock
2024-04-27,AZ,SEA,-2,1,-1,0,Slade Cecconi,George Kirby
2024-04-28,AZ,SEA,1,3,-1,1,Brandon Pfaadt,Logan Gilbert
2024-04-29,AZ,LAD,-4,4,-3,4,Tommy Henry,James Paxton
2024-04-30,AZ,LAD,1,4,-1,1,Brandon Hughes,Landon Knack
2024-05-01,AZ,LAD,-8,0,-6,0,Jordan Montgomery,Yoshinobu Yamamoto
2024-05-03,AZ,SD,-6,1,-6,1,Slade Cecconi,Dylan Cease
2024-05-04,AZ,SD,-12,1,-3,0,Brandon Pfaadt,Michael King
2024-05-05,AZ,SD,7,11,7,11,Ryne Nelson,Matt Waldron
2024-05-07,AZ,CIN,4,6,2,2,Zac Gallen,Frankie Montas
2024-05-08,AZ,CIN,1,4,1,3,Jordan Montgomery,Graham Ashcraft
2024-05-09,AZ,CIN,1,5,2,3,Slade Cecconi,Hunter Greene
2024-05-10,AZ,BAL,-2,2,-1,2,Brandon Pfaadt,Cole Irvin
2024-05-11,AZ,BAL,-1,4,1,4,Ryne Nelson,John Means
2024-05-12,AZ,BAL,7,9,7,9,Zac Gallen,Dean Kremer
2024-05-13,AZ,CIN,1,6,0,3,Jordan Montgomery,Graham Ashcraft
2024-05-14,AZ,CIN,-4,2,-4,2,Slade Cecconi,Hunter Greene
2024-05-15,AZ,CIN,1,2,0,1,Brandon Pfaadt,Andrew Abbott
2024-05-17,AZ,DET,-13,0,-13,0,Ryne Nelson,Tarik Skubal
2024-05-18,AZ,DET,-5,3,2,2,Zac Gallen,Jack Flaherty
2024-05-20,AZ,LAD,-2,4,-5,1,Joe Mantiply,Yoshinobu Yamamoto
2024-05-19,AZ,DET,2,6,1,4,Jordan Montgomery,Matt Manning
2024-05-21,AZ,LAD,4,7,1,4,Brandon Pfaadt,Gavin Stone
2024-05-22,AZ,LAD,6,6,4,4,Brandon Hughes,Tyler Glasnow
2024-05-24,AZ,MIA,-3,0,-3,0,Zac Gallen,Braxton Garrett
2024-05-25,AZ,MIA,1,3,1,3,Jordan Montgomery,Sixto Sanchez
2024-05-26,AZ,MIA,-2,1,0,0,Blake Walston,Ryan Weathers
2024-05-28,AZ,TEX,-2,2,-2,2,Brandon Pfaadt,Nathan Eovaldi
2024-05-29,AZ,TEX,-5,1,-4,0,Ryne Nelson,Dane Dunning
2024-05-30,AZ,NYM,-1,2,1,2,Bryce Jarvis,Christian Scott
2024-05-31,AZ,NYM,-1,9,-5,5,Jordan Montgomery,Luis Severino
2024-06-01,AZ,NYM,5,10,5,6,Slade Cecconi,Sean Manaea
2024-06-02,AZ,NYM,1,5,-1,3,Brandon Pfaadt,Jose Quintana
2024-06-03,AZ,SF,2,4,1,2,Ryne Nelson,Erik Miller
2024-06-04,AZ,SF,3,8,2,4,Blake Walston,Kyle Harrison
2024-06-05,AZ,SF,-6,3,-3,3,Jordan Montgomery,Jordan Hicks
2024-06-06,AZ,SD,1,4,0,3,Slade Cecconi,Randy Vasquez
2024-06-07,AZ,SD,-7,3,-5,0,Brandon Pfaadt,Michael King
2024-06-08,AZ,SD,-12,1,-12,1,Ryne Nelson,Matt Waldron
2024-06-09,AZ,SD,6,9,6,9,Scott Mcgough,Adam Mazur
2024-06-11,AZ,LAA,5,9,3,6,Jordan Montgomery,Jose Suarez
2024-06-12,AZ,LAA,-5,3,-8,0,Slade Cecconi,Jose Soriano
2024-06-13,AZ,LAA,10,11,3,4,Brandon Pfaadt,Griffin Canning
2024-06-14,AZ,CWS,6,7,5,6,Ryne Nelson,Chris Flexen
2024-06-15,AZ,CWS,-7,2,-2,2,Scott Mcgough,Erick Fedde
2024-06-16,AZ,CWS,7,12,11,12,Jordan Montgomery,Drew Thorpe
2024-06-18,AZ,WSH,5,5,5,5,Slade Cecconi,Jake Irvin
2024-06-19,AZ,WSH,-2,1,-1,1,Brandon Pfaadt,Patrick Corbin
2024-06-20,AZ,WSH,3,5,2,4,Ryne Nelson,Mackenzie Gore
2024-06-21,AZ,PHI,1,5,2,4,Jordan Montgomery,Taijuan Walker
2024-06-22,AZ,PHI,-11,1,-9,1,Tommy Henry,Zack Wheeler
2024-06-23,AZ,PHI,-3,1,-3,0,Slade Cecconi,Cristopher Sanchez
2024-06-25,AZ,MIN,1,5,3,4,Brandon Pfaadt,Joe Ryan
2024-06-26,AZ,MIN,-5,3,-5,3,Ryne Nelson,Simeon Woods
2024-06-27,AZ,MIN,-7,6,-8,5,Jordan Montgomery,David Festa
2024-06-28,AZ,OAK,-5,4,0,3,Slade Cecconi,Jp Sears
2024-06-29,AZ,OAK,3,3,3,3,Zac Gallen,Hogan Harris
2024-06-30,AZ,OAK,4,5,0,1,Brandon Pfaadt,Luis Medina
2024-07-02,AZ,LAD,-1,5,0,2,Joe Mantiply,Bobby Miller
2024-07-03,AZ,LAD,8,12,4,8,Cristian Mena,Gavin Stone
2024-07-04,AZ,LAD,6,9,2,5,Zac Gallen,Landon Knack
2024-07-05,AZ,SD,-2,8,-5,2,Slade Cecconi,Randy Vasquez
2024-07-06,AZ,SD,2,7,1,2,Brandon Pfaadt,Matt Waldron
2024-07-07,AZ,SD,8,9,0,1,Ryne Nelson,Dylan Cease
2024-07-08,AZ,ATL,-1,4,2,3,Yilber Diaz,Bryce Elder
2024-07-09,AZ,ATL,-4,2,-3,2,Zac Gallen,Chris Sale
2024-07-10,AZ,ATL,2,7,0,3,Slade Cecconi,Charlie Morton
2024-07-11,AZ,ATL,1,1,1,1,Brandon Pfaadt,Max Fried
2024-07-12,AZ,TOR,1,5,0,2,Ryne Nelson,Yariel Rodriguez
2024-07-13,AZ,TOR,11,12,4,5,Yilber Diaz,Jose Berrios
