date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-26,SD,DET,-6,2,-7,1,Nick Pivetta,Tarik Skubal
2026-03-27,SD,DET,-3,2,1,2,Michael King,Framber Valdez
2026-03-28,SD,DET,3,3,3,3,Randy Vasquez,Jack Flaherty
2026-03-30,SD,SF,-1,2,-3,0,Walker Buehler,Landen Roupp
2026-03-31,SD,SF,-6,3,-5,3,German Marquez,Logan Webb
2026-04-01,SD,SF,6,7,3,3,Nick Pivetta,Adrian Houser
2026-04-03,SD,BOS,-3,2,-3,2,Michael King,Sonny Gray
2026-04-04,SD,BOS,1,3,1,2,Randy Vasquez,Connelly Early
2026-04-05,SD,BOS,2,8,2,6,Walker Buehler,Ranger Suarez
2026-04-06,SD,PIT,5,5,4,4,German Marquez,Bubba Chandler
2026-04-07,SD,PIT,-6,1,-2,0,Nick Pivetta,Paul Skenes
2026-04-08,SD,PIT,6,8,0,0,Michael King,Mitch Keller
2026-04-09,SD,COL,4,7,0,1,Randy Vasquez,Jimmy Herget
2026-04-10,SD,COL,3,5,2,2,Walker Buehler,Tomoyuki Sugano
2026-04-11,SD,COL,4,9,5,9,German Marquez,Ryan Feltner
2026-04-12,SD,COL,5,7,4,6,Nick Pivetta,Jimmy Herget
2026-04-14,SD,SEA,3,4,2,3,Michael King,Bryan Woo
2026-04-15,SD,SEA,1,7,-4,2,Randy Vasquez,Emerson Hancock
2026-04-16,SD,SEA,3,5,2,4,Walker Buehler,Luis Castillo
2026-04-17,SD,LAA,-8,0,-8,0,Matt Waldron,Jose Soriano
2026-04-18,SD,LAA,3,4,0,0,German Marquez,Yusei Kikuchi
2026-04-19,SD,LAA,1,2,1,1,Michael King,Walbert Urena
2026-04-21,SD,COL,1,1,1,1,Randy Vasquez,Jimmy Herget
2026-04-22,SD,COL,-5,3,-5,1,Walker Buehler,Tomoyuki Sugano
2026-04-23,SD,COL,2,10,-3,4,Matt Waldron,Ryan Feltner
2026-04-25,SD,AZ,2,6,-3,1,German Marquez,Zac Gallen
2026-04-26,SD,AZ,-5,7,5,7,Michael King,Ryne Nelson
2026-04-27,SD,CHC,2,9,1,6,Randy Vasquez,Matthew Boyd
2026-04-28,SD,CHC,-5,3,-1,3,Walker Buehler,Edward Cabrera
2026-04-29,SD,CHC,-1,4,-1,3,Matt Waldron,Jameson Taillon
2026-05-01,SD,CWS,-6,2,-7,0,German Marquez,Noah Schultz
2026-05-02,SD,CWS,-4,0,-2,0,Michael King,Sean Burke
2026-05-03,SD,CWS,1,4,2,3,Griffin Canning,Anthony Kay
2026-05-04,SD,SF,-1,2,-2,1,Randy Vasquez,Trevor Mcdonald
2026-05-05,SD,SF,5,10,4,8,Walker Buehler,Logan Webb
2026-05-06,SD,SF,4,5,0,1,Bradgley Rodriguez,Adrian Houser
2026-05-07,SD,STL,-1,1,0,1,Michael King,Matthew Liberatore
2026-05-08,SD,STL,-6,0,-6,0,Griffin Canning,Michael Mcgreevy
2026-05-09,SD,STL,2,4,2,3,Randy Vasquez,Dustin May
2026-05-10,SD,STL,1,3,-2,0,Walker Buehler,Kyle Leahy
2026-05-12,SD,MIL,-2,4,-3,3,Bradgley Rodriguez,Brandon Sproat
