date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-26,AZ,LAD,-6,2,-2,2,Zac Gallen,Yoshinobu Yamamoto
2026-03-27,AZ,LAD,-1,4,0,4,Ryne Nelson,Emmet Sheehan
2026-03-28,AZ,LAD,-1,2,1,2,Eduardo Rodriguez,Tyler Glasnow
2026-03-30,AZ,DET,3,9,8,8,Michael Soroka,Justin Verlander
2026-03-31,AZ,DET,2,7,-4,1,Brandon Pfaadt,Casey Mize
2026-04-01,AZ,DET,1,1,1,1,Zac Gallen,Tarik Skubal
2026-04-02,AZ,ATL,-15,2,-11,1,Ryne Nelson,Reynaldo Lopez
2026-04-03,AZ,ATL,-2,0,0,0,Eduardo Rodriguez,Grant Holmes
2026-04-04,AZ,ATL,1,2,1,2,Michael Soroka,Bryce Elder
2026-04-05,AZ,ATL,1,6,1,4,Brandon Pfaadt,Martin Perez
2026-04-07,AZ,NYM,-1,3,1,3,Zac Gallen,Freddy Peralta
2026-04-08,AZ,NYM,5,7,4,5,Ryne Nelson,David Peterson
2026-04-09,AZ,NYM,6,7,-1,0,Eduardo Rodriguez,Nolan Mclean
2026-04-10,AZ,PHI,1,5,1,5,Michael Soroka,Jesus Luzardo
2026-04-11,AZ,PHI,-1,3,-2,2,Brandon Pfaadt,Taijuan Walker
2026-04-12,AZ,PHI,1,4,-1,2,Zac Gallen,Zach Pop
2026-04-13,AZ,BAL,-2,7,1,7,Ryne Nelson,Dean Kremer
2026-04-14,AZ,BAL,1,4,2,4,Merrill Kelly,Trevor Rogers
2026-04-15,AZ,BAL,3,8,0,4,Eduardo Rodriguez,Kyle Bradish
2026-04-17,AZ,TOR,3,6,1,3,Michael Soroka,Braydon Fisher
