date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-26,DET,SD,6,8,7,8,Tarik Skubal,Nick Pivetta
2026-03-27,DET,SD,3,5,-1,1,Framber Valdez,Michael King
2026-03-28,DET,SD,-3,0,-3,0,Jack Flaherty,Randy Vasquez
2026-03-30,DET,AZ,-3,6,-8,0,Justin Verlander,Michael Soroka
2026-03-31,DET,AZ,-2,5,4,5,Casey Mize,Brandon Pfaadt
2026-04-01,DET,AZ,-1,0,-1,0,Tarik Skubal,Zac Gallen
2026-04-03,DET,STL,4,4,4,4,Framber Valdez,Michael Mcgreevy
2026-04-04,DET,STL,5,11,2,8,Jack Flaherty,Dustin May
2026-04-05,DET,STL,-2,3,-1,3,Keider Montero,Kyle Leahy
2026-04-06,DET,MIN,-4,3,-2,3,Casey Mize,Joe Ryan
2026-04-07,DET,MIN,-2,2,-4,0,Tarik Skubal,Taj Bradley
2026-04-08,DET,MIN,-2,6,-6,2,Framber Valdez,Bailey Ober
2026-04-09,DET,MIN,-2,1,-1,0,Jack Flaherty,Mick Abel
2026-04-10,DET,MIA,2,2,2,2,Keider Montero,Chris Paddack
2026-04-11,DET,MIA,5,6,4,5,Casey Mize,Janson Junk
2026-04-12,DET,MIA,6,8,7,7,Tarik Skubal,Sandy Alcantara
2026-04-14,DET,KC,1,2,-1,0,Framber Valdez,Cole Ragans
2026-04-15,DET,KC,1,2,0,1,Jack Flaherty,Seth Lugo
2026-04-16,DET,KC,1,10,4,6,Keider Montero,Kris Bubic
2026-04-17,DET,BOS,-1,0,0,0,Casey Mize,Ranger Suarez
2026-04-18,DET,BOS,3,4,3,4,Tarik Skubal,Brayan Bello
2026-04-19,DET,BOS,4,6,4,5,Framber Valdez,Garrett Crochet
2026-04-20,DET,BOS,-2,6,0,3,Jack Flaherty,Sonny Gray
2026-04-21,DET,MIL,-8,4,-2,1,Keider Montero,Kyle Harrison
2026-04-22,DET,MIL,3,5,3,4,Casey Mize,Dl Hall
2026-04-23,DET,MIL,1,5,2,3,Tarik Skubal,Brandon Sproat
2026-04-24,DET,CIN,-1,8,2,5,Framber Valdez,Andrew Abbott
2026-04-25,DET,CIN,-7,2,-6,2,Jack Flaherty,Brady Singer
2026-04-26,DET,CIN,5,8,-1,2,Keider Montero,Rhett Lowder
2026-04-28,DET,ATL,-3,2,-2,0,Casey Mize,Martin Perez
2026-04-29,DET,ATL,-1,3,1,3,Tarik Skubal,Jr Ritchie
2026-04-30,DET,ATL,3,5,-1,1,Framber Valdez,Bryce Elder
2026-05-01,DET,TEX,-1,4,0,4,Jack Flaherty,Mackenzie Gore
2026-05-02,DET,TEX,4,5,4,5,Keider Montero,Kumar Rocker
2026-05-03,DET,TEX,6,7,3,3,Tyler Holton,Jack Leiter
2026-05-04,DET,BOS,-1,4,2,2,Tyler Holton,Payton Tolle
2026-05-05,DET,BOS,-7,3,-7,3,Framber Valdez,Jovani Moran
2026-05-06,DET,BOS,-4,0,-4,0,Jack Flaherty,Sonny Gray
2026-05-08,DET,KC,-1,3,2,3,Keider Montero,Kris Bubic
2026-05-09,DET,KC,-4,1,-5,0,Burch Smith,Michael Wacha
2026-05-10,DET,KC,3,6,2,5,Brenan Hanifee,Noah Cameron
