date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-26,CWS,MIL,-12,2,-10,1,Shane Smith,Jacob Misiorowski
2026-03-28,CWS,MIL,-5,1,-4,1,Sean Burke,Chad Patrick
2026-03-29,CWS,MIL,-2,7,4,7,Anthony Kay,Brandon Sproat
2026-03-30,CWS,MIA,5,9,6,9,Davis Martin,Chris Paddack
2026-03-31,CWS,MIA,-7,2,-2,2,Erick Fedde,Janson Junk
2026-04-01,CWS,MIA,-10,0,-9,0,Shane Smith,Sandy Alcantara
2026-04-03,CWS,TOR,1,5,2,3,Grant Taylor,Dylan Cease
2026-04-04,CWS,TOR,3,6,2,4,Grant Taylor,Mason Fluharty
2026-04-05,CWS,TOR,3,3,3,3,Davis Martin,Eric Lauer
2026-04-06,CWS,BAL,-1,1,-2,0,Grant Taylor,Brandon Young
2026-04-07,CWS,BAL,-2,2,1,2,Shane Smith,Trevor Rogers
2026-04-08,CWS,BAL,-2,3,-1,3,Sean Burke,Kyle Bradish
2026-04-09,CWS,KC,2,2,1,1,Anthony Kay,Seth Lugo
2026-04-10,CWS,KC,-2,0,-1,0,Davis Martin,Kris Bubic
2026-04-11,CWS,KC,-2,0,-1,0,Erick Fedde,Michael Wacha
2026-04-12,CWS,KC,1,6,0,5,Grant Taylor,Noah Cameron
2026-04-14,CWS,TB,-3,5,-3,3,Noah Schultz,Shane Mcclanahan
2026-04-15,CWS,TB,-5,3,-4,0,Sean Burke,Cole Sulser
2026-04-16,CWS,TB,-2,3,1,2,Jordan Leasure,Steven Matz
2026-04-17,CWS,ATH,7,9,4,5,Davis Martin,Aaron Civale
2026-04-18,CWS,ATH,-1,6,1,5,Erick Fedde,Luis Severino
2026-04-19,CWS,ATH,3,7,6,7,Noah Schultz,Jeffrey Springs
2026-04-21,CWS,AZ,6,11,6,8,Sean Burke,Merrill Kelly
2026-04-22,CWS,AZ,-4,7,-5,5,Anthony Kay,Eduardo Rodriguez
2026-04-23,CWS,AZ,3,4,0,1,Davis Martin,Michael Soroka
2026-04-24,CWS,WSH,1,5,-1,2,Bryan Hudson,Pj Poulin
2026-04-25,CWS,WSH,-3,3,-2,0,Noah Schultz,Jake Irvin
2026-04-26,CWS,WSH,-1,1,0,0,Bryan Hudson,Foster Griffin
2026-04-27,CWS,LAA,1,8,-3,1,Anthony Kay,Jack Kochanowicz
2026-04-28,CWS,LAA,3,5,3,4,Davis Martin,Jose Soriano
2026-04-29,CWS,LAA,1,3,0,1,Erick Fedde,Yusei Kikuchi
2026-05-01,CWS,SD,6,8,7,7,Noah Schultz,German Marquez
2026-05-02,CWS,SD,4,4,2,2,Sean Burke,Michael King
2026-05-03,CWS,SD,-1,3,-2,1,Anthony Kay,Griffin Canning
2026-05-04,CWS,LAA,6,6,5,5,Davis Martin,Jose Soriano
2026-05-05,CWS,LAA,-1,3,-2,2,Erick Fedde,Sam Aldegheri
2026-05-06,CWS,LAA,-6,2,-6,1,Noah Schultz,Walbert Urena
2026-05-08,CWS,SEA,-4,8,-1,5,Sean Burke,Emerson Hancock
2026-05-09,CWS,SEA,5,6,4,5,Anthony Kay,Luis Castillo
2026-05-10,CWS,SEA,1,2,-1,0,Davis Martin,Logan Gilbert
2026-05-12,CWS,KC,1,6,0,5,Erick Fedde,Stephen Kolek
2026-05-13,CWS,KC,1,6,2,5,Noah Schultz,Seth Lugo
2026-05-14,CWS,KC,4,6,4,5,Anthony Kay,Kris Bubic
2026-05-15,CWS,CHC,-5,5,0,4,Sean Burke,Edward Cabrera
2026-05-16,CWS,CHC,5,8,7,8,Davis Martin,Jameson Taillon
2026-05-17,CWS,CHC,1,9,0,4,Erick Fedde,Colin Rea
