date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-03-27,TOR,BAL,-10,2,-4,2,Jose Berrios,Zach Eflin
2025-03-28,TOR,BAL,6,8,4,6,Kevin Gausman,Charlie Morton
2025-03-29,TOR,BAL,-4,5,-3,5,Max Scherzer,Dean Kremer
2025-03-30,TOR,BAL,2,3,1,2,Chris Bassitt,Tomoyuki Sugano
2025-03-31,TOR,WSH,3,5,2,4,Bowden Francis,Michael Soroka
2025-04-01,TOR,WSH,2,5,1,3,Jose Berrios,Trevor Williams
2025-04-02,TOR,WSH,2,4,3,4,Easton Lucas,Mackenzie Gore
2025-04-04,TOR,NYM,-5,0,-5,0,Kevin Gausman,Tylor Megill
2025-04-05,TOR,NYM,-1,2,2,2,Chris Bassitt,Griffin Canning
2025-04-06,TOR,NYM,-1,1,-1,1,Bowden Francis,David Peterson
2025-04-07,TOR,BOS,4,6,2,3,Jose Berrios,Richard Fitts
2025-04-08,TOR,BOS,5,6,4,4,Easton Lucas,Garrett Crochet
2025-04-09,TOR,BOS,1,2,0,1,Kevin Gausman,Tanner Houck
2025-04-10,TOR,BOS,-1,3,-1,0,Chris Bassitt,Walker Buehler
2025-04-12,TOR,BAL,-1,4,-2,3,Bowden Francis,Tomoyuki Sugano
2025-04-13,TOR,BAL,1,7,-3,3,Jose Berrios,Cade Povich
2025-04-14,TOR,ATL,-4,4,-7,1,Easton Lucas,Grant Holmes
2025-04-15,TOR,ATL,3,6,4,6,Kevin Gausman,Spencer Schwellenbach
2025-04-16,TOR,ATL,2,3,2,2,Chris Bassitt,Spencer Strider
2025-04-18,TOR,SEA,2,3,2,3,Bowden Francis,Bryan Woo
2025-04-19,TOR,SEA,-4,4,1,3,Jose Berrios,Logan Gilbert
2025-04-20,TOR,SEA,-5,3,-3,3,Easton Lucas,Luis Castillo
2025-04-21,TOR,HOU,-7,0,-4,0,Kevin Gausman,Hunter Brown
2025-04-22,TOR,HOU,-4,1,-3,1,Chris Bassitt,Ronel Blanco
2025-04-23,TOR,HOU,-2,1,-2,1,Bowden Francis,Ryan Gusto
2025-04-25,TOR,NYY,2,4,1,1,Jose Berrios,Carlos Carrasco
2025-04-27,TOR,NYY,-9,2,-9,1,Chris Bassitt,Max Fried
2025-04-29,TOR,BOS,-8,2,-5,2,Bowden Francis,Garrett Crochet
2025-04-30,TOR,BOS,1,7,-3,3,Yariel Rodriguez,Lucas Giolito
2025-05-01,TOR,BOS,2,4,-2,0,Jose Berrios,Tanner Houck
2025-05-02,TOR,CLE,2,5,0,3,Chris Bassitt,Logan Allen
2025-05-03,TOR,CLE,-2,3,3,3,Kevin Gausman,Gavin Williams
2025-05-04,TOR,CLE,-1,4,-1,3,Bowden Francis,Tanner Bibee
2025-05-06,TOR,LAA,-5,3,0,2,Jose Urena,Tyler Anderson
2025-05-07,TOR,LAA,-1,4,0,1,Jose Berrios,Yusei Kikuchi
2025-05-08,TOR,LAA,3,8,3,7,Chris Bassitt,Jose Soriano
2025-05-09,TOR,SEA,3,6,2,5,Kevin Gausman,Luis Castillo
2025-05-10,TOR,SEA,3,6,0,3,Bowden Francis,Logan Evans
2025-05-11,TOR,SEA,8,9,6,7,Jose Urena,Bryce Miller
2025-05-13,TOR,TB,-2,9,-2,3,Jose Berrios,Shane Baz
2025-05-14,TOR,TB,2,3,2,3,Chris Bassitt,Ryan Pepiot
2025-05-15,TOR,TB,-5,3,-4,2,Kevin Gausman,Zack Littell
2025-05-16,TOR,DET,-1,4,-2,2,Bowden Francis,Jack Flaherty
2025-05-17,TOR,DET,1,2,-1,0,Eric Lauer,Reese Olson
2025-05-18,TOR,DET,-1,2,0,2,Jose Berrios,Jackson Jobe
2025-05-20,TOR,SD,3,3,3,3,Chris Bassitt,Dylan Cease
2025-05-21,TOR,SD,14,14,2,2,Kevin Gausman,Randy Vasquez
2025-05-22,TOR,SD,1,7,2,4,Bowden Francis,Stephen Kolek
2025-05-23,TOR,TB,-2,1,-3,0,Eric Lauer,Drew Rasmussen
