date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-03-27,MIN,STL,-2,3,-1,3,Pablo Lopez,Sonny Gray
2025-03-29,MIN,STL,-4,1,-3,1,Joe Ryan,Erick Fedde
2025-03-30,MIN,STL,-7,2,-6,2,Bailey Ober,Andre Pallante
2025-03-31,MIN,CWS,-9,0,-9,0,Chris Paddack,Martin Perez
2025-04-01,MIN,CWS,5,8,2,5,Simeon Woods,Shane Smith
2025-04-02,MIN,CWS,5,6,6,6,Pablo Lopez,Sean Burke
2025-04-03,MIN,HOU,-3,2,-3,2,Joe Ryan,Hunter Brown
2025-04-05,MIN,HOU,5,6,5,6,Bailey Ober,Spencer Arrighetti
2025-04-06,MIN,HOU,-2,7,2,7,Chris Paddack,Ronel Blanco
2025-04-07,MIN,KC,-2,2,-3,1,Simeon Woods,Michael Lorenzen
2025-04-08,MIN,KC,-1,1,0,1,Pablo Lopez,Cole Ragans
2025-04-09,MIN,KC,4,4,2,2,Joe Ryan,Seth Lugo
2025-04-10,MIN,KC,-1,2,1,2,Bailey Ober,Michael Wacha
2025-04-11,MIN,DET,-1,6,-1,4,David Festa,Reese Olson
2025-04-12,MIN,DET,-4,0,-4,0,Chris Paddack,Jackson Jobe
2025-04-13,MIN,DET,4,5,3,4,Simeon Woods,Casey Mize
2025-04-14,MIN,NYM,-4,1,-2,1,Joe Ryan,Clay Holmes
2025-04-15,MIN,NYM,3,6,3,5,Bailey Ober,Tylor Megill
2025-04-16,MIN,NYM,1,4,3,3,David Festa,Huascar Brazoban
2025-04-18,MIN,ATL,-2,4,3,4,Chris Paddack,Bryce Elder
2025-04-19,MIN,ATL,-1,3,-1,3,Justin Topa,Chris Sale
2025-04-20,MIN,ATL,-4,2,-5,1,Joe Ryan,Grant Holmes
2025-04-22,MIN,CWS,2,4,1,2,Bailey Ober,Davis Martin
2025-04-23,MIN,CWS,3,6,1,4,David Festa,Bryse Wilson
2025-04-24,MIN,CWS,-3,0,-3,0,Chris Paddack,Shane Smith
2025-04-25,MIN,LAA,7,11,8,11,Pablo Lopez,Kyle Hendricks
2025-04-26,MIN,LAA,4,5,4,5,Simeon Woods,Yusei Kikuchi
2025-04-27,MIN,LAA,5,5,4,4,Joe Ryan,Jose Soriano
2025-04-28,MIN,CLE,10,11,8,9,Bailey Ober,Gavin Williams
2025-04-29,MIN,CLE,-1,1,0,1,Chris Paddack,Tanner Bibee
2025-04-30,MIN,CLE,-2,2,0,0,Pablo Lopez,Luis L
2025-05-01,MIN,CLE,-1,3,-2,0,Simeon Woods,Ben Lively
2025-05-02,MIN,BOS,-5,1,0,1,Joe Ryan,Brayan Bello
2025-05-03,MIN,BOS,1,4,3,4,Bailey Ober,Hunter Dobbins
2025-05-04,MIN,BOS,1,5,-2,1,Chris Paddack,Garrett Crochet
2025-05-06,MIN,BAL,8,9,4,5,Pablo Lopez,Cade Povich
2025-05-07,MIN,BAL,3,5,1,3,Simeon Woods,Charlie Morton
2025-05-08,MIN,BAL,3,5,0,2,Bailey Ober,Dean Kremer
2025-05-09,MIN,SF,2,3,3,3,Chris Paddack,Jordan Hicks
2025-05-10,MIN,SF,1,2,1,2,Joe Ryan,Logan Webb
2025-05-11,MIN,SF,1,7,1,5,Pablo Lopez,Landen Roupp
2025-05-14,MIN,BAL,2,8,-1,5,Simeon Woods,Chayce Mcdermott
2025-05-15,MIN,BAL,4,4,3,3,Chris Paddack,Tomoyuki Sugano
2025-05-16,MIN,MIL,3,3,3,3,Joe Ryan,Chad Patrick
2025-05-17,MIN,MIL,7,7,6,6,Pablo Lopez,Tobias Myers
2025-05-18,MIN,MIL,-3,2,-3,1,Zebby Matthews,Freddy Peralta
2025-05-19,MIN,CLE,1,6,2,4,Bailey Ober,Logan Allen
2025-05-21,MIN,CLE,-4,1,-1,1,Chris Paddack,Gavin Williams
2025-05-23,MIN,KC,2,3,0,1,Pablo Lopez,Noah Cameron
2025-05-24,MIN,KC,1,5,0,4,Zebby Matthews,Michael Wacha
2025-05-25,MIN,KC,-1,1,1,1,Bailey Ober,Kris Bubic
2025-05-26,MIN,TB,-5,2,-3,0,Chris Paddack,Zack Littell
2025-05-27,MIN,TB,2,4,2,3,Joe Ryan,Taj Bradley
2025-05-28,MIN,TB,-5,0,-4,0,Pablo Lopez,Drew Rasmussen
2025-05-30,MIN,SEA,6,12,-2,2,Zebby Matthews,Bryan Woo
2025-05-31,MIN,SEA,-1,4,1,3,Bailey Ober,Bryce Miller
2025-06-01,MIN,SEA,-1,1,0,0,Chris Paddack,Luis Castillo
2025-06-02,MIN,ATH,6,10,4,8,Joe Ryan,Luis Severino
2025-06-03,MIN,ATH,7,10,2,5,Pablo Lopez,Grant Holman
2025-06-04,MIN,ATH,5,6,2,3,Zebby Matthews,Justin Sterner
2025-06-05,MIN,ATH,-11,3,-11,1,David Festa,Mitch Spence
2025-06-06,MIN,TOR,-2,4,-2,3,Bailey Ober,Paxton Schultz
2025-06-07,MIN,TOR,-1,4,1,3,Chris Paddack,Kevin Gausman
2025-06-08,MIN,TOR,3,6,3,6,Joe Ryan,Bowden Francis
2025-06-10,MIN,TEX,-12,4,-6,4,Simeon Woods,Tyler Mahle
2025-06-11,MIN,TEX,4,6,4,6,David Festa,Jack Leiter
2025-06-12,MIN,TEX,-13,3,-10,3,Bailey Ober,Patrick Corbin
2025-06-13,MIN,HOU,-7,3,-7,2,Chris Paddack,Colton Gordon
2025-06-14,MIN,HOU,-1,2,0,2,Joe Ryan,Hunter Brown
2025-06-15,MIN,HOU,-1,1,1,1,Simeon Woods,Brandon Walter
2025-06-17,MIN,CIN,-1,5,-1,5,David Festa,Andrew Abbott
2025-06-18,MIN,CIN,-2,2,-2,2,Bailey Ober,Nick Lodolo
2025-06-19,MIN,CIN,7,12,5,9,Chris Paddack,Nick Martinez
2025-06-20,MIN,MIL,-11,6,-3,0,Joe Ryan,Jacob Misiorowski
2025-06-21,MIN,MIL,-9,0,-4,0,Simeon Woods,Jose Quintana
2025-06-22,MIN,MIL,-1,8,-5,4,Danny Coulombe,Quinn Priester
2025-06-23,MIN,SEA,-9,2,-5,2,Bailey Ober,Bryan Woo
2025-06-24,MIN,SEA,-1,5,0,5,Chris Paddack,Luis Castillo
2025-06-25,MIN,SEA,2,2,1,1,Joe Ryan,George Kirby
2025-06-26,MIN,SEA,9,10,10,10,Simeon Woods,Emerson Hancock
2025-06-27,MIN,DET,3,4,3,3,David Festa,Sawyer Gipson
2025-06-28,MIN,DET,-5,5,-5,2,Bailey Ober,Casey Mize
